,Brewery,Address,City,State,ZIP Code
365,Bear Republic Brewing Co - Production facility,110 Sandholm Ln Ste 10,Cloverdale,CA,95425
366,Bear Republic Brewing Co Pub & Restaurant - Lakeside,5000 Roberts Lake Rd,Rohnert Park,CA,94928
367,Bear Roots Brewing Company,1213 S Santa Fe Ave,Vista,CA,92083
368,Bear Tent Brewing Co,9784 Bell Mooney Rd,Jamestown,CA,95327
369,Belching Beaver Brewery,1334 Rocky Point Dr,Oceanside,CA,92056
370,Belching Beaver Brewery Tavern & Grill,302 E Broadway,Vista,CA,92084
371,Belching Beaver Brewery Vista,980 Park Center Dr Ste A,Vista,CA,92081
372,Belmont Brewing Co,25 39th Pl,Long Beach,CA,90803
373,Benchmark Brewing Co,6190 Fairmount Ave Ste G,San Diego,CA,92120
374,Benoit-Casper Brewing,1201 Pennsylvania Ave Ste E,Richmond,CA,94801
375,Berryessa Brewing Co,27260 State Highway 128,Winters,CA,95694
376,Big Bear Lake Brewing Co,40827 Stone Rd,Big Bear Lake,CA,92315
377,Big Bear Mountain Brewery,40260 Big Bear Blvd,Big Bear Lake,CA,92315
378,Big Meadow Brewing Co,241 Main St Ste C,Bridgeport,CA,93517
379,Big Sexy Brewing Company,5861 88th St Ste 800,Sacramento,CA,95828
380,Big Stump Brewing Company,1716 L St,Sacramento,CA,95811
381,Bike Dog Brewing Co,2534 Industrial Blvd Ste 110,West Sacramento,CA,95691
382,Bird Street Brewing,242 Heinlen St,Lemoore,CA,93245
383,Bison Brewing Co,1627 S 7th St,San Jose,CA,95112
384,Bitter Brothers Brewing Co.,4170 Morena Blvd Ste F,San Diego,CA,92117
385,"Bittersweet Brewing Company, LLC",191 S Oak Park Blvd Ste 3,Grover Beach,CA,93433
386,BJs Restaurant & Brewery - Brea,600 Brea Mall Dr,Brea,CA,92821
387,BJs Restaurant & Brewery - West Covina,2917 E Eastland Ctr Dr,West Covina,CA,91791
388,Black Cock Brewing Company,1444 N Batavia St,Orange,CA,92867
389,Black Doubt Brewing Company,"452 Old Mammoth Rd, #104",Mammoth Lakes,CA,93546
390,Black Gold Brewing Co,508 Center St,Taft,CA,93268
391,Black Hammer Brewing,544 Bryant St,San Francisco,CA,94107
392,Black Market Brewing Co,41740 Enterprise Cir N Ste 109,Temecula,CA,92590
393,Black Plague Brewing,2550 Jason Court,Oceanside,CA,92056
394,Black Tusk Brewing,600 Main St,Martinez,CA,94520
395,Blaker Brewing,1063 Montcalire Dr,Ceres,CA,95307
396,Blue Frog Brewing Company,1740 Travis Blvd,Fairfield,CA,94533
397,Blue Note Brewing Company,750 Dead Cat Aly,Woodland,CA,95695
398,Blue Oak Brewing Co,821 Cherry Ln,San Carlos,CA,94070
399,BNS Brewing & Distilling Co.,10960 Wheatlands Ave Ste 101,Santee,CA,92071
400,Bolt Brewery,8179 Center St,La Mesa,CA,91942
401,Bonaventure Brewing Co,404 S Figueroa St Ste 418A,Los Angeles,CA,90071
402,Boomtown Brewery,700 Jackson St,Los Angeles,CA,90012
403,Bootleggers Brewery,1100 E Truslow Ave,Fullerton,CA,92831
404,Bootleggers Brewery,130 S Highland Ave,Fullerton,CA,92832
405,Bootlegger's Brewery Costa Mesa,2930 Bristol St,Costa Mesa,CA,92626
406,Bootlegger's Brewery Redlands,2351 W Lugonia Ave,Redlands,CA,92374
407,Booze Brothers Brewing Co.,2545 Progress St,Vista,CA,92081
408,Border X,4400 Gage Ave,Bell,CA,
409,Border X Brewing,2181 Logan Ave,San Diego,CA,92113
410,Border X Logan,2181 Logan Ave,San Diego,CA,92113
411,Bottle Logic Brewing,1072 N Armando St,Anaheim,CA,92806
412,Bravery Brewing,42705 8th St W,Lancaster,CA,93534
413,Breakwater Brewing Co,101 N Coast Hwy Ste C140,Oceanside,CA,92054
414,Brew Rebellion,195 N Del Rosa Dr,San Bernardino,CA,92408
415,Brew Rebellion,33 S San Gorgonio Ave,Banning,CA,92220
416,Brewbakers Brewing Co,219 E Main St,Visalia,CA,93291
417,Brewcaipa Brewing Co.,35058 Yucaipa Blvd,Yucaipa,CA,92399
418,Brewery At Abigaile,1301 Manhattan Ave,Hermosa Beach,CA,90254
419,Brewery At Lake Tahoe,3542 Lake Tahoe Blvd,South Lake Tahoe,CA,96150
420,Brewery At Simmzys Burbank,3000 W Olive Ave,Burbank,CA,91505
421,Brewery Draconum,24407 Main St # 09,Newhall,CA,91321
422,Brewery In Planning - Claremont,,Claremont,CA,91711
423,Brewery in Planning - corcoran,,Corcoran,CA,93212
424,Brewery in Planning - Culver City,10743 Franklin Ave,Culver City,CA,90230
425,"Brewery in Planning - Culver City, CA",,Culver City,CA,90230
426,Brewery In Planning - Elk Grove,,Elk Grove,CA,95624
427,Brewery in Planning - Los Angeles,,Los Angeles,CA,90049
428,"Brewery in Planning - Martinez, CA",,Martinez,CA,94553
429,"Brewery in Planning - Moraga, CA",,Moraga,CA,94556
430,Brewery in Planning - Oakland,,Oakland,CA,94611
431,"Brewery in Planning - Orange, CA",,Orange,CA,92866
432,Brewery in Planning - Rancho Cucamonga,,Rancho Cucamonga,CA,91737
433,Brewery in Planning - Rancho Cucamonga,,Rancho Cucamonga,CA,91730
434,"Brewery in Planning - Red Bluff, CA",,Red Bluff,CA,96080
435,"Brewery in Planning - sacramento, CA",,sacramento,CA,95817
436,Brewery in Planning - Stevenson Ranch,,Stevenson Ranch,CA,91381
437,Brewery In Planning - Vacaville,,Vacaville,CA,95688
438,Brewery Twenty Five,106 3rd St,Hollister,CA,95023
439,Brewheim Brewing Company,1931 E Wright Cir,Anaheim,CA,92806
440,Brewhouse At Bear River,11 Bear Paws Way,Loleta,CA,95551
441,Brewing Reserve of California,2930 College Ave Suite D,Costa Mesa,CA,92626
442,Brewjeria Company,,Hacienda Heights,CA,91745
443,BrewLAB,4191 Carpinteria Ave Ste 8,Carpinteria,CA,93013
444,BrewMasters MX,,Hawthorne,CA,90250
445,Brewtality,930 McLaughlin Ave,San Jose,CA,95122
446,Brewyard Beer Company LLC,906 Western Ave,Glendale,CA,91201
447,British Bulldog Brewery,14540 Camaren Park Dr,Chico,CA,95973
448,Brouwerij West,110 E 22nd St,San Pedro,CA,90731
449,Bruehol Brewing LLC,4828 E 2nd St,Benicia,CA,94510
450,Bruery Terreux,1174 N Grove St,Anaheim,CA,92806
451,"Bruery, The",717 Dunn Way,Placentia,CA,92870
452,Buffalo Bills Brewery,1082 B St,Hayward,CA,94541
453,Burgeon Beer Company,6350 Yarrow Dr Ste C,Carlsbad,CA,92011
454,Burnin Daylight Brewing Company,24516 Narbonne Avenue Ste 100,Lomita,CA,90717
455,Burning Barrel Brewing Company,11210 Sun Center Dr Ste B,Rancho Cordova,CA,95670
456,Burning Beard Brewing,785 Vernon Way,El Cajon,CA,92020
457,Buzzrock Brewing Co.,,Torrance,CA,90503
458,Calexico Brewing Company,2320 M L King St,Calexico,CA,92231
459,Calicraft Brewing Co,2700 Mitchell Dr Bldg 2,Walnut Creek,CA,94598
460,California Cider Co.,,Sebastopol,CA,95472
461,California Wild Ales,4202 Sorrento Valley Blvd,San Diego,CA,92121
462,Camino Brewing Co LLC,718 S 1st St,San Jose,CA,95113
463,Campbell Brewing Co,200 E Campbell Ave,Campbell,CA,95008
464,Campsite Brewing Company,,Claremont,CA,91711
465,Can Of Worms Brewing,,Glendale,CA,91214
466,Canyon Club Brewery,,Moraga,CA,94556
467,Canyon Lakes Golf Course & Brewery,640 Bollinger Canyon Way,San Ramon,CA,94582
468,Captain Fatty's,6483 Calle Real Ste D,Goleta,CA,93117
469,Carmel Craft Brewing Co,Big Sur Barn 3777 The Barnyard,Carmel,CA,93923
470,Carmel Valley Brewing Company,,Carmel Valley,CA,
471,Casa Agria Specialty Ales,701 del Norte Blvd Ste 310,Oxnard,CA,93030
472,Catalina Island Brew House,417 Crescent Ave,Avalon,CA,90704
473,CAVU Brewing,7536 Fay Ave,La Jolla,CA,92037
474,Cedar Crest Brewing and Wine Bar,615 Main St,Red Bluff,CA,96080
475,Cellarmaker Brewing Company,1150 Howard St,San Francisco,CA,94103
476,Central Coast Brewing Co - Higuera St.,6 Higuera St.,San Luis Obispo,CA,93401
477,Central Coast Brewing Co - Monterey St.,1422 Monterey St Ste B100,San Luis Obispo,CA,93401
478,Cerveceria Del Pueblo,,Pasadena,CA,91105
479,Channel Brewing Co.,110 N San Joaquin St,Stockton,CA,95209
480,Chapman Crafted Beer,123 N Cypress St,Orange,CA,92866
481,Chau Tien Beer Company,,Fairfield,CA,94533
482,Chihuahua Brewing Co.,,Orange County,CA,
483,Chino Valley Brewery,"1609 E. Grove Ave, Unit 109",Ontario,CA,91761
484,Chula Vista Brewery,294 Third Ave,Chula Vista,CA,91910
485,Circle 9 Brewing,7292 Opportunity Rd Ste C,San Diego,CA,92111
486,Cismontane Brewing Co,1409 E Warner Ave Ste C,Santa Ana,CA,92705
487,Citizen Brewers,5837 Mission Gorge Rd Ste A,San Diego,CA,92120
488,"Civic Partners, Inc",,Huntington Beach,CA,92647
489,Claimstake Brewing Company,11366 Monier Park Pl,Rancho Cordova,CA,95742
490,Clandestine Brewing,980 S 1st Ste B,San Jose,CA,95110
491,Claremont Craft Ales,1420 N Claremont Blvd Ste 204C,Claremont,CA,91711
492,Cleophus Quealy Beer Company,448 Hester St,San Leandro,CA,94577
493,Cloverdale Ale Company's Ruth McGowan's Brewpub,131 E 1st St,Cloverdale,CA,95425
494,Coachella Valley Brewing Co,30-640 Gunther St,Thousand Palms,CA,92276
495,Cold Water Brewery and Grill,2544 Lake Tahoe Blvd,South Lake Tahoe,CA,96150
496,Common Space Brewery,3411 W El Segundo Blvd,Hawthorne,CA,90250
497,Concrete Jungle Brewing Project,4561 Market St,Ventura,CA,93003
498,Congregation Ales,619 N Azusa Ave Ste C,Azusa,CA,91702
499,Constellation Brands,9045 Caroll Way,San Diego,CA,92121
500,Cool Beerwerks,5020 Ellinghouse Dr,Cool,CA,95614
501,Cooperage Brewing Co.,981 Airway Ct Ste G,Santa Rosa,CA,95403
502,Coronado Brewing Co,170 Orange Ave,Coronado,CA,92118
503,Coronado Brewing Co - Production Facility,1205 Knoxville St,San Diego,CA,92110
504,Coronado Brewing Company Imperial Beach,875 Seacoast Drive,Imperial Beach,CA,91932
505,Corralitos Brewing Co,2536 Freedom Blvd,Watsonville,CA,95076
506,Cosmic Brewery,20316 Gramercy Pl,Torrance,CA,90501
507,Craft Brewing Company,530 Crane St,Lake Elsinore,CA,92530
508,Craftsman Brewing Co,1260 Lincoln Ave Ste 100,Pasadena,CA,91103
509,Creative Creature Brewing Company,110 N Magnolia Ave,El Cajon,CA,92020
510,Crooked Goat Brewing,120 Morris St Ste 120,Sebastopol,CA,95472
511,Crooked Lane Brewing Co,536 Grass Valley Hwy,Auburn,CA,95603
512,Crusader Brewing Company,5880 District Blvd Ste 18,Bakersfield,CA,93313
513,Culture Brewing Co,111 S Cedros Ave Ste 200,Solana Beach,CA,92075
514,Culver Beer Company,2719 Loker Ave W Ste D,Carlsbad,CA,92010
515,Danville Brewing Company,200 Railroad Ave Ste A,Danville,CA,94526
516,Dark Sea Cinema And Brewery,,Oakland,CA,94607
517,Dead Oak Brewing Company,5925 Entrada Ave,Atascadero,CA,93422
518,Deans Brothers Brewing Co.,1006 S Hathaway St,Santa Ana,CA,92705
519,Death Valley Brewing,102 Old Spanish Trail Hwy,Tecopa,CA,92389
520,Deft Brewing,5328 Banks St,San Diego,CA,92110
521,Del Cielo Brewing Co.,701 Escobar St Ste A,Martinez,CA,94553
522,Delahunt Brewing Company,,San Clemente,CA,92673
523,Delicious Science Brewing,11626 Sterling Ave Ste G,Riverside,CA,92503
524,Dempsey's Restaurant And Brewery,50 E Washington St,Petaluma,CA,94952
525,Desert Barn Brewing Co.,11352 Hesperia Rd Ste B,Hesperia,CA,92345
526,Device Brewing Company,8166 14th Ave,Sacramento,CA,95826
527,Devil's Canyon Brewing Company,935 Washington St,San Carlos,CA,94070
528,Dfamle Enterprises LP (DBA Four Sons Brewing),18421 Gothard St Ste 100,Huntington Beach,CA,92648
529,Diamond Mountain Brewery,900 Skyline Dr,Susanville,CA,96130
530,Dionysus Brewing Co.,6201 Schirra Ct Ste 13,Bakersfield,CA,93313
531,Discretion Brewing,2703 41st Ave Ste A& # B,Soquel,CA,95073
532,Divine Science Brewing,,Anaheim,CA,92805
533,Diving Dog Brewhouse,1802 Telegraph Ave,Oakland,CA,94612
534,Division 23 Brewing,7408 Trade St,San Diego,CA,92121
535,Docent Brewing,33049 Calle Aviador Ste C,San Juan Capistrano,CA,92675
536,Dos Desperados Brewery,1241 Linda Vista Dr,San Marcos,CA,92078
537,Double Peak Brewing Company,1801 Diamond St Ste 101,San Marcos,CA,92078
538,Downtown Joes Brewery and Restaurant,902 Main St,Napa,CA,94559
539,Dr Jekyll's Craft Beer,825 Cambridge Ct,Pasadena,CA,91107
540,Dragon's Tale Brewery,8920 Vernon Ave Ste 122,Montclair,CA,91763
541,Drake's Brewing Co,1933 Davis St Ste 177,San Leandro,CA,94577
542,Draughtsman Brewery,,La Mirada,CA,90638
543,Draughtsmen Aleworks,53 Santa Felicia Dr,Goleta,CA,93117
544,Dreaming Dog Brewery,2501 W Taron Ct,Elk Grove,CA,95757
545,Dry River Brewing,671 S Anderson St,Los Angeles,CA,90023
546,DTSJ Brewing Company,,San Jose,CA,95116
547,Duck Foot Brewing Co.,8920 Kenamar Dr Ste 210,San Diego,CA,92121
548,Dudes' Brewing Co,1840 WEST 208TH STREET,Torrance,CA,90501
549,Dueling Dogs Brewing Company,3030 Barrett Park Ln,Lincoln,CA,95648
550,Dunbar Brewing,2200 El Camino Real,Santa Margarita,CA,93453
551,Dunloe Brewing LLC,1606 Olive Dr,Davis,CA,95616
552,Dunsmuir Brewery Works,5701 Dunsmuir Ave,Dunsmuir,CA,96025
553,Dust Bowl Brewing Co,3000 Fulkerth Rd,Turlock,CA,95380
554,Dutch's BrewHouse,4244 Atlantic Ave,Long Beach,CA,90807
555,E.J. Phair Brewing Co,2151 Salvio St Ste L,Concord,CA,94520
556,E.J. Phair Brewing Co.,300 Cumberland St,Pittsburg,CA,94565
557,Eagle Rock Brewery,3056 Roswell St,Los Angeles,CA,90065
558,Earth And Fire Brewing Company,825 Riverside Ave Ste 1,Paso Robles,CA,93446
559,East Brother Beer Company,1001 Canal Blvd # C-2,Richmond,CA,94804
560,East Cliff Brewing Company,21517 E Cliff Dr,Santa Cruz,CA,95062
561,Ebullition Brew Works,2449 Cades Way Ste D,Vista,CA,92081
562,Eckert Malting and Brewing Co,2280 Ivy St Ste 130,Chico,CA,95928
563,Eel River Brewing Co,1777 Alamar Way,Fortuna,CA,95540
564,Eel River Brewing Co - Facility and Warehouse,600 K Bridge St,Scotia,CA,95565
565,Eight Bridges Brewing,332 Earhart Way,Livermore,CA,94551
566,Einstok Beer Company,12910 Culver Blvd Ste D,Los Angeles,CA,90066
567,El Dorado Brewing Co,6051 Enterprise Dr,Diamond Springs,CA,95619
568,El Segundo Brewing Co,140 Main St,El Segundo,CA,90245
569,Electric Brewing Co,41537 Cherry St,Murrieta,CA,92562
570,Elevation 66 Brewing Co,10082 San Pablo Ave,El Cerrito,CA,94530
571,Elkhorn Slough Brewing Company,65 Hangar Way Unit D,Watsonville,CA,95076
572,Embarcadero Brewing Company,340 W 26th St Ste D,National City,CA,91950
573,Enegren Brewing Co,444 Zachary St Unit 120,Moorpark,CA,93021
574,English Ales Brewery,223 Reindollar Ave Ste A,Marina,CA,93933
575,Epidemic Ales,150 Mason Circle Stes I&J,Concord,CA,94520
576,Eppig Brewing,3052 El Cajon Blvd Ste 103,San Diego,CA,92104
577,Escape Craft Brewery,721 Nevada St Ste 401,Redlands,CA,92373
578,Escondido Brewing Company,649 Rock Springs Rd,Escondido,CA,92025
579,Etna Brewing Co,131 Callahan Street,Etna,CA,96027
580,Euryale Brewing Co,2060 Chicago Ave Ste A17,Riverside,CA,92507
581,Evans Brewing Co / Bayhawk Ales,2440 Railroad St,Corona,CA,92880
582,Faction Brewing Co,2501 Monarch St Ste 200,Alameda,CA,94501
583,Fair Oaks Brew Pub,7988 California Ave,Fair Oaks,CA,95628
584,Fall Brewing Company,4542 30th St,San Diego,CA,92116
585,Fall River Brewing Company,4001 Eastside Rd,Redding,CA,96001
586,Farmers Brewing Co,880 County RD WW,Princeton,CA,95970
587,Faultline Brewing Co,1235 Oakmead Pkwy,Sunnyvale,CA,94085
588,Feather Falls Brewing Co,3 Alverda Dr,Oroville,CA,95966
589,Federation Brewing,420 3rd St Unit A,Oakland,CA,94607
590,Ferment.Drink.Repeat,2636 San Bruno Ave,San Francisco,CA,94134
591,Fieldwork Brewing Co,1160 6th St,Berkeley,CA,94710
592,FiftyFifty Brewing Co,11197 Brockway Rd Spc 1,Truckee,CA,96161
593,FiftyFifty Brewing Production Facility,10434 River Park Pl,Truckee,CA,96161
594,Figueroa Mountain Brewing,45 Industrial Way,Buellton,CA,93427
595,Figueroa Mountain Brewing - Arroyo Grande,1462 E Grand Ave,Arroyo Grande,CA,93420
596,Figueroa Mountain Brewing - Santa Barbara,137 Anacapa St Ste F,Santa Barbara,CA,93101
597,Figueroa Mountain Brewing - Westlake Village,30770 Russell Ranch Rd Ste E& # F,Westlake Village,CA,91362
598,Final Draft Brewing Company,1600 California St,Redding,CA,96001
599,Fireman's Brew,6433 Topanga Canyon Blvd # 189,Woodland Hills,CA,91303
600,Firestone Walker Barrelworks,620 McMurray Rd,Buellton,CA,93427
601,Firestone Walker Brewing Co,1400 Ramada Dr,Paso Robles,CA,93446
602,Firestone Walker Brewing Co,3205 Washington Blvd,Marina del Rey,CA,90292
603,Five Eye Brewing,,GUSTINE,CA,95322
604,Five Suns Brewing,701 Escobar St Ste C,Martinez,CA,94553
605,Five Threads Brewing Company,31133 Via Colinas Ste 109,Westlake Village,CA,91362
606,Five Window Beer Co,9 W Locust St,Lodi,CA,95240
607,Flat Fish Brewing,126 N Wood Rd Ste 104,Camarillo,CA,93010
608,Flatland Brewing Company,9183 Survey Rd Ste 104,Elk Grove,CA,95624
609,Fogbelt Brewing Co,1305 Cleveland Ave,Santa Rosa,CA,95401
610,Fort Point Beer,701 Haight St,San Francisco,CA,94117
611,Fort Point Beer Company,644 Mason St,San Francisco,CA,94129
612,Fort Rock Brewing,12401 Folsom Blvd Ste 110,Rancho Cordova,CA,95742
613,Fossil Fuels Brewing Co,45928 Omega Dr,Fremont,CA,94539
614,Fountainhead Brewing Co,4621 24th St,Sacramento,CA,95822
615,Four Sons Brewing,18421 Gothard St Ste 100,Huntington Beach,CA,92648
616,FreeWheel Brewing Co,3736 Florence St (Marsh Manor),Redwood City,CA,94063
617,Frogtown Brewery,2931 Gilroy St,Los Angeles,CA,90039
618,Full Circle Brewing Co,620 F St,Fresno,CA,93706
619,"G8 Development, Inc.",,San Diego,CA,92109
620,GameCraft Brewing,23301 Avenida de La Carlota Ste C,Laguna Hills,CA,92653
621,Garage Brewing Company,26015 Jefferson Ave.  Ste D,Murrieta,CA,92562
622,GBC,26015 Jefferson Ave Ste D,Murrieta,CA,92562
623,Geartooth AleWerks,1635 S 7th St,San Jose,CA,95112
624,Ghost Town Brewing,1960 Adeline St,Oakland,CA,94607
625,Ghostwood Beer Company,965 Brewster Ave,Redwood City,CA,94063
626,Gilman Brewing Company,912 Gilman St,Berkeley,CA,94710
627,GoatHouse Brewing Co.,600 Wise Rd,Lincoln,CA,95648
628,Gold Hill Brewery,5660 Vineyard Ln,Placerville,CA,95667
629,Golden Road Brewing,5430 W San Fernando Rd,Los Angeles,CA,90039
630,Golden Road Brewing,2210 E Orangewood Ave,Anaheim,CA,92806
631,Golden Road Brewing Co,1830 L St,Sacramento,CA,95811
632,Golden State Brew and Grill,7560 Monterey Rd Ste 100,Gilroy,CA,95020
633,Golden State Brewery,1252 Memorex Dr,Santa Clara,CA,95050
634,Gordon Biersch Brewery Restaurant - Burbank,145 S San Fernando Blvd,Burbank,CA,91502
635,Gordon Biersch Brewery Restaurant - San Diego,5010 Mission Center Rd,San Diego,CA,92108
636,Gordon Biersch Brewing Co,357 E Taylor St,San Jose,CA,95112
637,Grass Valley Brewing Co.,141 E Main St,Grass Valley,CA,95945
638,Gravity Heights,9920 Pacific Heights Blvd,San Diego,CA,92121
639,GravSouth Brewing Co.,7950 Redwood Dr Ste 15,Cotati,CA,94931
640,Great Beer Co,21119 Superior St,Chatsworth,CA,91311
641,Great Change Brewing,4200 Resnik Ct,Bakersfield,CA,93313
642,Green Cheek Beer Company,2294 N Batavia St Ste C,Orange,CA,92865
643,Green Flash Brewing Co,6550 Mira Mesa Blvd,San Diego,CA,92121
644,Greywolf Brewing,,Riverside,CA,92508
645,Gridlock Brewing Co,2659 Pickfair Lane,Livermore,CA,94551
646,Grillin & Chillin Alehouse,401 McCray St # B24,Hollister,CA,95023
647,Groundswell Brewing Co,10151 Prospect Ave,Santee,CA,92071
648,g's hard ginger beer,661 Stanton Drive,St Helena,CA,94574
649,Guadalupe Brewery,5674 El Camino Real Ste D,Carlsbad,CA,92008
650,Gunwhale Ales,2960 Randolph Ave Unit A,Costa Mesa,CA,92626
651,Gyppo Ale Mill,,Whitethorn,CA,95589
652,Half Door Brewing Company,903 Island Ave,San Diego,CA,92101
653,Half Moon Bay Brewing Co,390 Capistrano Road,Half Moon Bay,CA,94019
654,Hamilton Family Brewery,9757 7th St Ste 802,Rancho Cucamonga,CA,91730
655,Hand-Brewed Beer,9771 Variel Ave,Chatsworth,CA,91311
656,Hangar 24 Craft Brewery,1710 Sessums Dr,Redlands,CA,92374
657,Hapa's Brewing Company,460 Lincoln Ave # 90,San Jose,CA,95126
658,Hardwood Bar and Smokery,680 8th St Ste 170,San Francisco,CA,94103
659,Hare In the Forest,9311 Gibson Lane,Potter Valley,CA,95469
660,Harmonic Brewing,1050 26th St,San Francisco,CA,94107
661,Headlands Brewing Company,1195 Evans Ave,San Francisco,CA,94124
662,Helia Brewing Company,1250 Keystone Way,Vista,CA,92081
663,Helix Brewing Co,8101 Commercial St,La Mesa,CA,91942
664,"Helm's Brewing Company, LLC",5640 Kearny Mesa Rd Ste C,San Diego,CA,92111
665,HenHouse Brewing,322 Bellevue Ave # 2,Santa Rosa,CA,95407
666,Henhouse Brewing Company Palace of Barrels,1333 N McDowell Blvd Ste A,Petaluma,CA,94954
667,Heretic Brewing Company,1052 Horizon Dr Ste B,Fairfield,CA,94533
668,Hermitage Brewing Company,1627 S 7th St,San Jose,CA,95112
669,Heroes Restaurant and Brewery,3397 Mission Inn Ave,Riverside,CA,92501
670,High Water Brewing,,Stockton,CA,95204
671,Highland Park Brewery,5125 York Blvd,Los Angeles,CA,90042
672,Highland Park Brewery,1220 N Spring St,Los Angeles,CA,90012
673,Highpoint Brewing Company,402 Arrow Hwy #12,San Dimas,CA,91773
674,Highway 1 Brewing Company,5720 Cabrillo Hwy,Pescadero,CA,94060
675,Hillcrest Brewing Company,1458 University Ave,San Diego,CA,92103
676,Hillenbrand Farmhaus Brewery,5100 Virginiatown Rd,Newcastle,CA,95658
677,Hodad's Brewing Company,9726 Aero Dr Ste B,San Diego,CA,92123
678,Hoi Polloi Brewing - Production Facility,246 30th St # 103,Oakland,CA,94611
679,Hoi Polloi Brewing - Taproom,1763 Alcatraz Ave,Berkeley,CA,94703
680,Hollister Brewing Co,6980 Market Place Dr,Goleta,CA,93117
681,Holy Craft Brewing Co,787 Broadway St,San Francisco,CA,94133
682,Homage Brewing,281 S Thomas St Ste 101,Pomona,CA,91766
683,Home Brewing Co.,2911 El Cajon Blvd # 2,San Diego,CA,92104
684,Hooby's Brewing,9 E Main St Ste J,Winters,CA,95694
685,Hop Creek Pub,3253 Browns Valley Rd,Napa,CA,94558
686,Hop Dogma Brewing Company,270 Capistrano Rd #22,Half Moon Bay,CA,94019
687,Hop Forged Brewing Company,,Hanford,CA,93230
688,Hop Oast Pub & Brewery,2887 Bryant St,San Francisco,CA,94110
689,Hop Secret Brewing Co,162 W Pomona Ave,Monrovia,CA,91016
690,Hoparazzi Brewing Co,2910 E La Palma Ave Ste D,Anaheim,CA,92806
691,Hoppy Brewing Co,2425 24th St,Sacramento,CA,95819
692,HopSaint Brewing Company,5160 W 190th St,Torrance,CA,90503
693,Horus Aged Ales,4040 Calle Platino Ste 120,Oceanside,CA,92056
694,House Beer,219 Rose Ave,Venice,CA,90291
695,House Of Pendragon Brewing Co,1849 Industrial Way Ste 103,Sanger,CA,93657
